Unnamed: 0,Tweet,len,metrics,source
470,3 0   m i n   c h a n g   t o o   d a r k   r e a c t i o n   i   k n o w   p e o p l   t h i n k   e v e r i   d c   m o v i   d a r k   w a y   e s p e c i   o n e   b a t m a n   b a t m a n   c h a r a c t   l o o k   d a r k   k n i g h t   j o k e r   d a r k   a s f,151,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
471,j a r e   l e t o   j o k e r   m u c h   d e p a r t u r   l e d g e r   l e d g e r   n i c h o l s o n   a m p   r e s i s t   c l a s s i c   i c o n o g r a p h i   c l o w n   p r i n c   c r i m e   j o a q u i n   p h o e n i x   j o k e r   a l r e a d i   c a p t u r   p u b l i c   i m a g i n   t h i   j o k e r   g e t   m o v i   s e t   e a r l i   1 9 8 0   h t t p   c o   u f 1 0 b i n s p o,223,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPad
472,l o l   m e a n   g e t   m o v i   r e v i e w   a m p   g u y   a n d   a n y o n   t h i n k   j o a q u i n   p h o e n i x   b e t t e r   h e a t h   l e d g e r   e v e n   w a t c h   m o v i   s n   g o   b a c k   t h e   j o k e r   m o v i   j o a q u i n   p h o e n i x   c l o c k   1 1   r e a s o n   h t t p   c o   0 l h 8 o e h y b i,196,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
473,o m o   s a y   j o k e r   t r a s h   i   n e v e r   r a t e   m o v i   t a s t   t b h,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
474,c a s t   n e x t   j o k e r   m o v i,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
475,i   t h o u g h t   a c t o r   a c t r e s s   j o k e r   m o v i   h t t p   c o   c o 3 3 9 p a 6 z i,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
476,w a n t   n i g e r i a n   u n d e r s t a n d   t h e   j o k e r   m o v i   c a p   o o o o   e x t r e m   i n t e l l i g   p e o p l   w o u l d   u n d e r s t a n d   e n j o y   m o v i   h t t p   c o   2 z u o b 9 b z r z,132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
477,g o o d   t h i n g   s a w   j o k e r   c o m e   o n l i n   s e e   s l a n d e r   a s k   m o v i   h t t p   c o   9 q l z r t d v 2 v,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
478,w a t c h   j o k e r   m o v i   b r e a t h   c o u l d   f i x,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
479,s a m e   i   s e e n   j o k e r   m o v i   l i k e   4   5   t i m e   f o r   m o v i   1 0   1 0,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
480,y o u   w a n t   p e o p l   t h a h   w a t c h   a f r i c a   m a g i c   s t e a d i   a p p r e c i   u n d e r s t a n d   j o k e r   m o v i   y o u   s e f,88,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone
481,t h e   j o k e r   e v e r y o n   d o c   t h a t   m o v i   p e o p l   f o r e s i g h t,50,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
482,i   g o t   w a t c h   1 9 6 6   b a t m a n   k i d   i   l o v e   t v   s h o w   i   k e e p   w a i t   m o v i   e g g h e a d   j o k e r   j o k e r   w e   g e t   j o k e r   v i l l a i n   h t t p   c o   r a x z p d l f x j,125,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
483,i   g o   b e c o m   j o k e r   v o i c   i   g o   w a t c h   l o u i   x i v   m o v i   l e a u d   s h i t,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
484,j o k e r   d e e p   m o v i   s t a n d a r d   p e o p l   m o v i   r e c o m m e n d   i   s t o p   d i f f e r   r e a s o n   m a y b   g e n r   s u r e   g e n r   m o v i,113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
485,i   h o p e   s h e   m i g h t   a p p e a r   a r k h a m   a s y l u m   s c e n e   e v e n   k n i g h t m a r   i f   m o v i   l i t t e r   b r e a k   i n t e r n e t   i m a g i n   l e t o   j o k e r   h a r l e y   j u s t i c   l e a g u   i n c l u d   m a r t i a n   m a n h u n t   l e x   l u t h o r   d e a t h s t r o k   d a r k s e i d   s t e p p e n w o l f   d a s s a a d,215,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
486,n a y a k   m o v i   a n i l   k a p o o r   r e s o n   a r n a b   s i t u a t   r e e l   b e c o m   r e a l   a r n a b   b e c o m   n e x t   c m   m a h a r a s h t r a   b i g   s l a p   f a c e   j o k e r   a n e m i   l i k e   s w a r a   w h a t e v   n a m e,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
487,y o u   l i k e   j o k e r   m o v i   w h a t   h a r l e y   q u i n n,38,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
488,i   l i k e   j o k e r   m o v i   t h e r e   p e o p l,31,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
489,i   a b s o l u t   l o v e   j o k e r   a c t   i m p e c c   j o a q u i n   i   e x p e c t   a n y t h   l e s s   i   a l s o   l o v e   p r e v i o u   m o v i   s h o w   j o k e r   c h e m i c   t u r n   t i m e   s o c i e t i,145,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
490,w e l l   i   m e a n   i   n e v e r   d e n i   p e o p l   c o u l d   e n j o y   a l s o   s a l e   a l o n   m e a n   i s s u   l i k e   m o v i   j o k e r   m a d e   l o t   m o n e y   m e a n   g o o d   f a i l u r   c o p i   t a x i   d r i v e r   k i n g   c o m e d i,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
491,j o k e r   n i c e   m o v i,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
492,j o k e r   b e s t   m o v i   2 0 2 0   p e r f e c t   i l l u s t r   y e a r,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
493,d i y   j o k e r   g o o n   c o s t u m   j a c k e t   w e   f o u n d   m o v i   j o k e r   j a c k e t   i n t e r n e t   d e c i d   m a k e   h e n c h m a n   j o k e r   g o o n   j a c k e t   s t a r t   r e s e a r c h   d e s i g n   n e w   c o s t u m   j o k e r   g o o n   j a c k e t   s t a r t   m a k e   p a t t e r n   j a c k e t   h t t p   c o   f m 6 v p 4 b l 5 o,203,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tumblr
494,p e r s o n   i   l o v e   j o k e r   i   t h i n k   b e y o n d   w a t c h   t h i n k   p e o p l   o f t e n   w o n d e r   i   e n j o y   t h o u g h   i   a l s o   w o n d e r   s e e   t r u e   b e a u t i   m o v i   h t t p   c o   a y w r y b i 3 k n,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
495,j o k e r   1 0   1 0   m o v i   t h o u g h   d o p e   d e t a i l   r e a l i t i   7   1 0   h t t p   c o   k r k t f w h 2 y m,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
496,b a t m a n   t h e   d a r k   k n i g h t   t r i l o g   t r i b u t   f e a t u r   c h r i s t i a n   b a l e   h e a t h   l e d g e r   j o k e r   h t t p   c o   o x c l b n g l s,102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
497,j o k e r   m o v i   m a s t e r   p i e c   o n e   b e s t   l a s t   y e a r,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
498,c o m p l e t   m o n e y   g r a b   w b   r e w a t c h   h a t e   e v e n   s o   m u c h   w r o n g   m y t h o   a r t h u r   f l e c k   s u p p o s   b a t m a n   g r e a t e s t   a d v e r s a r i   o r   i n s p i r   r e a l   j o k e r   r e a l   j o k e r   w o u l d n t   i n f l u e n c   m a k e   m e d i o c r   m o v i   a d d   j o k e r   s e l l   t i c k e t,210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
499,f r i e n d l i   r e m i n d   g e o r g   o r w e l   w o u l d   l i k e   j o k e r   2 0 1 9   m o v i   a l i v   t o d a y   x x,74,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for Android
500,j o k e r   m o v i   l e t   k e e p   q u i e t,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
501,j o k e r   m o v i   w a y   d e e p e r   t h i n k   s h a l l o w   m i n d,43,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 1}",Twitter for Android
502,h a   a n y o n   n o t i c   f i g h t   c l u b   k i n d   j o k e r   m o v i   i k   j o k e r   t a x i   d r i v e r   k i n g   c o m e d i   a l s o   f i g h t   c l u b   m r   r o b o t,104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
503,j o k e r   t o p   n o t c h   i   r e a l l i   c a r e   a n y o n   t h i n k   t h a t   m o v i   f u c k   c l a s s i c,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
504,t h a t   j o k e r   m o v i   l i k e   e s o t e r   a r t   s e l e c t   u n d e r s t a n d   l e t   a l o n   e n j o y   i   t h i n k   m a r v e l,86,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",Twitter for Android
505,s o   u r   t a k e   j o k e r   m o v i,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
506,p e o p l   h a t e   j o k e r   m o v i   i   w a t c h   1 0   t i m e   s t i l l   t i r e,54,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}",Twitter Web App
507,j o k e r   p r e t e n t i   m o v i   f a i l   s u p p o s   s o c i a l   c o m m e n t a r i   i t   b l a t a n t   r i p o f f   t a x i   d r i v e r   k i n g   c o m e d i   l o l   t a k e   m o v i   s u g g e s t,126,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",Twitter for Android
508,i   l o v e   j o k e r   m o v i   i   t h i n k   p r e t t i   g r e a t   w h a t   s a y,48,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone
509,b e f o r   i   s e e   m o v i   b a s e   r e c o m m e n d   i   f i r s t   a s k   t h i n k   j o k e r   m o v i   y o u r   a n s w e r   d e t e r m i n   i   t a k e   a d v i c,107,"{'retweet_count': 44, 'reply_count': 62, 'like_count': 261, 'quote_count': 14}",Twitter for Android
510,r e m e m b   l a s t   s c e n e   m o v i   j o k e r   h t t p   c o   n i n 2 c t v v e w,51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
511,t h e r e   s c e n e   j o k e r   m o v i   w h e r e   a r u t h   s a i d   i t   e a s i   h a p p i   t i m e   t h i   o n e   h i t   h a r d e r,82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter for Android
512,p e o p l   s a i d   t h e   j o k e r   m o v i   b o r e   i   s u r p r i s   h t t p   c o   r r i w d f m z g i,66,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
513,r e m e m b   h y p e   j o k e r   m o v i,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
514,7 0 9 2 2   t h e   m a n o r   t h e   m o v i   h t t p   c o   i g k d h 2 f r n z   h t t p   c o   i v t k x w n w g,65,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Racing Snail Post Service
515,i   w a t c h   e n t i r   j o k e r   m o v i   i t   a w   b e g i n   e n d   i   m a k e   s u r e   i   k n e w   t o p   b o t t o m   s e e   a c t u a l   w o r t h i   c o m p a r i s o n   p a r a s i t   i t   d e f i n i t   i f   p e o p l   c o m p a r   p a r a s i t   i   t v e   b o t h e r,179,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
516,a n y t h   n e w   a g e   b e h i n d   a t h e i s m   s p i r i t u   r e l i g i o n   m u s i c   d r u g   p h i l o s o p h i   a l s o   e n t i r e t i   n o n   l t v   a l l e g e d l i   o b j e c t   e c o n o m   w h i s k i   n o i s   m u s i c   y e a t   i r o n   l i k e   j o k e r   m o v i   c i n e p h i l i a   g e n e r   h t t p   c o   b d c u l i a u x w,222,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
517,t a m i l   j o k e r   m o v i,17,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
518,6   8   0 6   0 6   n a h d a   a b i   j o k e r   h t t p   c o   z q l 5 2 g b 6 1 r   d u a   g a r i   b i r u   h t t p   c o   d e o w i l v y s 6   f r o z e n   2   h t t p   c o   h b a 8 p p 3 e g p   a v e n g   e n d   g a m e   h t t p   c o   y 2 q z n n b w w h   b o b o i b o y   2   t h e   m o v i   h t t p   c o   k q j e r z y h x i   j u m a n j i   t h e   n e x t   l e v e l   h t t p   c o   o r 9 3 k t 3 2 t t,231,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
519,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
520,m e   w a t c h   n e w s   t v   w h o   f e e l   w a y   g u e s s   m o v i   s c e n e   h t t p   c o   c 9 m j 5 w x v 6 v,73,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Instagram
521,f u c k   d u d   i   k n e w   m a r r i a g   s t o r i   g o   h i t   l i k e   b e l i e v   a d a m   d r i v e r   s c a r l e t   j o h a n s s o n   w e n t   j o a q u i n   p h o e n i x   j o k e r   m o v i   f u c k   h i t   a l l   t h e   r i g h t   n o t e,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
522,t h a t   d i a l o g u   k e p t   m o v i   p e o p l   l i k e   h o l d   h i g h e r   p o s i t   a u t h o r   m i s u s   o h   i   f o r g o t   u   r   j o k e r   b y   w a y   m r   i d i o t   d r e a m i   n i g h t   m e e r a   m i t h u n,141,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
523,b o u t t a   w a t c h   d a   j o k e r   m o v i   d a   f i r s t   t i m e,41,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
524,g u d   m o r n   s e e m   b u r a t a i   a u d i t   n e x t   d c   m o v i   j o k e r   s i n c   u a e   a r r e s t   n i g r n   s p o n s o r   b o k o   h a r a m   b u r a t a i   r e l e a s   w a n t   l i s t   l i k e   r e v i s   u p d a t   b o o k   s e n a t   s u d d e n l i   f o u n d   v o i c   b o k o   h a r a m,199,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
525,j o k e r   m o v i,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
526,m c   y o u r   m v   l i k e   m o v i   i   f o l l o w   m o v i   f i g h t   c l u b   j o o h e o n   d a r k   k n i g h t   j o k e r   i   f o l l o w   m o v i   t h e   s i l e n c   l a m b   i   f o l l o w   a m e r i c a n   p s y c h o   a c t   l i k e   c r a z i   g u y   i n t e r e s t,171,"{'retweet_count': 13, 'reply_count': 1, 'like_count': 21, 'quote_count': 1}",Twitter for Android
527,m a k e   n e w   b a t m a n   m o v i   r o b e r t   d e   n i r o   j o k e r   b i l l i   c r y s t a l   h a r l e y   q u i n n   a l   p a c i n o   b a t m a n,88,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
528,b a t m a n   b e y o n d   r e t u r n   j o k e r   h i g h l i   u n d e r   s u p e r h e r o   m o v i   i   p u t   t o p   5   i   r e c o m m e n d   b a t m a n   f a n   r e g a r d l e s s   s e e n   s h o w   i   a l w a y   l o v e   m a s t e r p i e c   h t t p   c o   3 v s t r u z x u p,161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
529,u m   y e a h   j o k e r   s t i l l   b a d   m o v i   n o t h   c h a n g,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
530,e v e r i   t i m e   i   w a t c h   j o k e r   h o n e s t l i   f e e l   l i k e   n e w   m o v i   i   s a y   m o v i   r e a l l i   c a s e   i   s e e n   s o   m u c h   n e w   s t u f f   i   n o t i c   n e w   w a y   l o o k   e v e r i   s i n g l   t i m e   i   l o v e   m u c h   m a k e   h a p p i,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
531,i   w o r k   w a y   d e b a t   l i t t l   s p a r e   t i m e   i   u s e   w a t c h   j o k e r   m a n   m o v i   r e l e v   i   t h o u g h t   w o u l d   y e a r   l i k e   r i o t   s t u f f   l o t   s t u f f   a p p l i   t h i n g   h a p p e n   y e a r,156,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
532,w h i   a l w a y   l o o k   l i k e   j o k e r   g o o n   b a t m a n   m o v i,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
533,h a n d   s h e   l i k e   a l f r   a g r e   a l f r   b a t m a n   i   j o k e r   w o m a n   i   i d e n t i f i   w a y   w o u l d   g i v e   n i g h t m a r   m a k e   v o m i t   i   a l s o   c i n e p h i l   w h e n   i   s e e   t e a s e r   t r a i l e r   b a t m a n   l o o k   l i k e   m o v i   s e v e n,177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
